book_id,search_key,book_title,book_subtitle,book_authors,book_description,industryIdentifiers,text_readingModes,image_readingModes,pageCount,categories,language,imageLinks,ratingsCount,averageRating,country,saleability,isEbook,amount_listPrice,currencyCode_listPrice,amount_retailPrice,currencyCode_retailPrice,buyLink,year,publisher
TnJBAQAAIAAJ,dance,Flügel-Schmidt-Tanger Wörterbuch der englischen und deutschen Sprache: Bd. Deutsch-englisch,No Subtitle,Immanuel Schmidt,No Description,"[{'type': 'OTHER', 'identifier': 'STANFORD:36105026522289'}]",False,True,1028,English language,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=TnJBAQAAIAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=TnJBAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FREE,True,0.0,USD,0.0,USD,https://play.google.com/store/books/details?id=TnJBAQAAIAAJ&rdid=book-TnJBAQAAIAAJ&rdot=1&source=gbs_api,1907,Unknown Publisher
0HMWf3crGZQC,dance,"Annual Reports of the Town Officers of Fitzwilliam, N.H.",No Subtitle,Fitzwilliam (N.H.),No Description,"[{'type': 'OTHER', 'identifier': 'HARVARD:LI1DJL'}]",False,True,86,Fitzwilliam (N.H.),en,"{'smallThumbnail': 'http://books.google.com/books/content?id=0HMWf3crGZQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=0HMWf3crGZQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FREE,True,0.0,USD,0.0,USD,https://play.google.com/store/books/details?id=0HMWf3crGZQC&rdid=book-0HMWf3crGZQC&rdot=1&source=gbs_api,1898,Unknown Publisher
Nive_xkqmUoC,dance,Old country dance and Morris tunes,No Subtitle,Frank Kidson,No Description,"[{'type': 'OTHER', 'identifier': 'NYPL:33333219866924'}]",False,False,28,Country-dances (Music),en,"{'smallThumbnail': 'http://books.google.com/books/content?id=Nive_xkqmUoC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=Nive_xkqmUoC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1919,Unknown Publisher
Ezs8oReaGHcC,dance,Write Dance in the Early Years,No Subtitle,Ragnhild Oussoren,"Also available as a pack (Book, CD and DVD) Paper (978-1-8492-0392-0) 55.00 Find out more: here 'Write dance is a unique programme with links across the Early Years Foundation Stage curriculum. Not only does it help to develop the prerequisite physical skills and co-ordination for writing, it also encourages creativity, self expression and confidence' - Chris Dukes, Early Years Area Senco Praise for the first edition: 'A useful resource to have in any early years setting, providing a wealth of information within a very neat and compact book' - Special 'The Write Dance materials are wonderfully done. After meeting with Ragnhild a few years ago, I have been using many of these principles in my work with children. The methods definitely work and are definitely needed by today's kids' - Delina Robair, Developmental Child Specialist, USA Write Dance is an exciting and innovative programme which uses music and movement to introduce handwriting to children. Write Dance movements are designed to help children feel happy and comfortable with their bodies, improving their motor skills and providing a strong foundation for writing. Ranghild A. Oussoren developed the approach in Holland ten years ago and it has gone on to capture the imagination of children and teachers across Europe. In this new edition of Write Dance in the Early Years, practitioners are provided with a package of songs, stories and illustrations, as well as guidance on implementing Write Dance in their early years setting. This book and audio CD introduces the nine themes of the Write Dance approach at the appropriate developmental level for the early years. The programme supports the Be Healthy, Enjoy and Achieve outcome of the Every Child Matters agenda. It also links to the following aspects within the six areas of learning in the Early Years Foundation stage: -Creative Development through imaginative play, music and dance -Physical Development through movement using equipment and materials -Communication, Language and Literacy through handwriting -Personal Social and Emotional Development through increasing self-confidence and self-esteem This programme benefits all children, but has also been found very helpful for children with special education needs, from learning difficulties to dyspraxia.","[{'type': 'ISBN_13', 'identifier': '9781446246849'}, {'type': 'ISBN_10', 'identifier': '1446246841'}]",False,True,129,Education,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=Ezs8oReaGHcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=Ezs8oReaGHcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2010,SAGE Publications Ltd
WMXxQgAACAAJ,dance,Ballet and Modern Dance,No Subtitle,Susan Au,Ballet and modern dance.,"[{'type': 'ISBN_10', 'identifier': '0500203520'}, {'type': 'ISBN_13', 'identifier': '9780500203521'}]",False,False,224,Performing Arts,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=WMXxQgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=WMXxQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2002,Unknown Publisher
EuEHO8Vo7_UC,dance,A dictionary of the dance,No Subtitle,Alfonso Josephs Sheafe,No Description,"[{'type': 'OTHER', 'identifier': 'NYPL:33433089782837'}]",False,False,288,Dance,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=EuEHO8Vo7_UC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=EuEHO8Vo7_UC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,193?,Unknown Publisher
kpc9EAAAQBAJ,dance,Scorpions' Dance,"The President, the Spymaster, and Watergate",Jefferson Morley,"For the 50th anniversary of the Watergate break-in: The untold story of President Richard Nixon, CIA Director Richard Helms, and their volatile shared secrets that ended a presidency. Scorpions' Dance by intelligence expert and investigative journalist Jefferson Morley reveals the Watergate scandal in a completely new light: as the culmination of a concealed, deadly power struggle between President Richard Nixon and CIA Director Richard Helms. Nixon and Helms went back decades; both were 1950s Cold Warriors, and both knew secrets about the disastrous Bay of Pigs invasion of Cuba as well as off-the-books American government and CIA plots to remove Fidel Castro and other leaders in Latin America. Both had enough information on each other to ruin their careers. After the Watergate burglary on June 17, 1972, Nixon was desperate to shut down the FBI's investigation. He sought Helms' support and asked that the CIA intervene—knowing that most of the Watergate burglars were retired CIA agents, contractors, or long-term assets with deep knowledge of the Agency's most sensitive secrets. The two now circled each other like scorpions, defending themselves with the threat of lethal attack. The loser would resign his office in disgrace; the winner, however, would face consequences for the secrets he had kept. Rigorously researched and dramatically told, Scorpions' Dance uses long-neglected evidence to reveal a new perspective on one of America's most notorious presidential scandals.","[{'type': 'ISBN_13', 'identifier': '9781250275844'}, {'type': 'ISBN_10', 'identifier': '1250275849'}]",True,False,234,Political Science,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=kpc9EAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=kpc9EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FOR_SALE,True,605.97,INR,302.98,INR,https://play.google.com/store/books/details?id=kpc9EAAAQBAJ&rdid=book-kpc9EAAAQBAJ&rdot=1&source=gbs_api,2022,St. Martin's Press
UVWccFUfYYgC,dance,George Eliot's Works,No Subtitle,George Eliot,No Description,"[{'type': 'OTHER', 'identifier': 'NYPL:33433067293948'}]",False,True,472,English literature,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=UVWccFUfYYgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=UVWccFUfYYgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FREE,True,0.0,USD,0.0,USD,https://play.google.com/store/books/details?id=UVWccFUfYYgC&rdid=book-UVWccFUfYYgC&rdot=1&source=gbs_api,1893,Unknown Publisher
VbREDgAAQBAJ,dance,The Russian Revolution,A New History,Sean McMeekin,"At the turn of the century, the Russian economy was growing by about 10% annually and its population had reached 150 million. By 1920 the country was in desperate financial straits and more than 20 million Russians had died. And by 1950, a third of the globe had embraced communism. The triumph of Communism sets a profound puzzle. How did the Bolsheviks win power and then cling to it amid the chaos they had created? Traditional histories remain a captive to Marxist ideas about class struggle. Analysing never before used files from the Tsarist military archives, McMeekin argues that war is the answer. The revolutionaries were aided at nearly every step by Germany, Sweden, and Switzerland who sought to benefit - politically and economically - from the changes overtaking the country. To make sense of Russia's careening path the essential question is not Lenin's ""who, whom?"", but who benefits?","[{'type': 'ISBN_13', 'identifier': '9781782833796'}, {'type': 'ISBN_10', 'identifier': '178283379X'}]",True,True,349,History,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=VbREDgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=VbREDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FOR_SALE,True,1178.18,INR,589.09,INR,https://play.google.com/store/books/details?id=VbREDgAAQBAJ&rdid=book-VbREDgAAQBAJ&rdot=1&source=gbs_api,2017,Profile Books
iQwS_NRNxB4C,dance,Publications - Nebraska State Historical Society,No Subtitle,Nebraska State Historical Society,No Description,"[{'type': 'OTHER', 'identifier': 'UOM:39015013529964'}]",False,True,282,Nebraska,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=iQwS_NRNxB4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=iQwS_NRNxB4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FREE,True,0.0,USD,0.0,USD,https://play.google.com/store/books/details?id=iQwS_NRNxB4C&rdid=book-iQwS_NRNxB4C&rdot=1&source=gbs_api,1894,Unknown Publisher
bTaf3A1PCZkC,dance,A Dictionary of Hymnology,"Setting Forth the Origin and History of Christian Hymns of All Ages and Nations, with Special Reference to Those Contained in the Hymn Books of English-speaking Countries and Now in Common Use ..",John Julian,No Description,"[{'type': 'OTHER', 'identifier': 'BSB:BSB11648555'}]",False,True,1636,Hymns,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=bTaf3A1PCZkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=bTaf3A1PCZkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FREE,True,0.0,USD,0.0,USD,https://play.google.com/store/books/details?id=bTaf3A1PCZkC&rdid=book-bTaf3A1PCZkC&rdot=1&source=gbs_api,1892,Unknown Publisher
fAt_PwAACAAJ,dance,A Time for Dancing,No Subtitle,Davida Wills Hurwin,"Sam and Jules - everyone knows that when you see one, the other can't be far behind. Best friends for more than half their lives, the two are practically inseparable. And in the summer before their last year of high school, Sam and Jules are certain that whatever the future brings - college or professional dance careers or both - they'll be ready for it, sharing the triumphs and facing the tears together. But nothing could have prepared them for Jules's sudden illness and the discovery of its cause - cancer. Sam tries to be a true friend, supporting Jules during the weeks of testing and doctors and treatments, but the horrifying pain and indignities that Jules suffers, and the feeling that she has lost control over her own life, force Jules to a place where even Sam cannot follow. Now both Jules and Sam must learn to accept the unacceptable - that Jules's cancer may not go away. How each, in her own way, comes to face the possibility of Jules's death, and learns to celebrate her life, makes for a searingly honest, unforgettable novel.","[{'type': 'ISBN_10', 'identifier': '031603634X'}, {'type': 'ISBN_13', 'identifier': '9780316036344'}]",False,False,0,Young Adult Fiction,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=fAt_PwAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=fAt_PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2009,"Little, Brown Books for Young Readers"
c2zmAAAAMAAJ,dance,Classical Indian Dance in Literature and the Arts,No Subtitle,Kapila Vatsyayan,No Description,"[{'type': 'OTHER', 'identifier': 'UOM:39015015001616'}]",False,False,508,Dance,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=c2zmAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=c2zmAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1977,Unknown Publisher
hgjptZQYEWMC,dance,"Career Opportunities in Education and Related Services, Second Edition",No Subtitle,Susan Echaore-McDavid,"Presents opportunities for employment in the field of education listing over ninety job descriptions, salary range, education and training requirements, and more.","[{'type': 'ISBN_13', 'identifier': '9781438110684'}, {'type': 'ISBN_10', 'identifier': '1438110685'}]",False,True,321,Business & Economics,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=hgjptZQYEWMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=hgjptZQYEWMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",1,5.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2010,Infobase Publishing
y5pux2FZHLoC,dance,The Open Court,No Subtitle,Paul Carus,No Description,"[{'type': 'OTHER', 'identifier': 'UFL:31262098802878'}]",False,True,1238,Religion,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=y5pux2FZHLoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=y5pux2FZHLoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FREE,True,0.0,USD,0.0,USD,https://play.google.com/store/books/details?id=y5pux2FZHLoC&rdid=book-y5pux2FZHLoC&rdot=1&source=gbs_api,1898,Unknown Publisher
